trajectory_id,64_95_class,wait,k_sequence,pre3_sequence,local4_sequence,first_pre111_event,last_pre111_event,maintains_pre111_to_pass,break_event_if_any,break_type_if_any,pass_face
2889,A_start,14,"2,1,1,3,4,1,1,4,2,3,2,1,1,1,1","2 | 2,1 | 2,1,1 | 1,1,3+ | 1,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,1,1,3+ | 1,1,3+,3+;2,1,1,3+ | 1,1,3+,3+;1,3+,3+,1;2,1,1,3+ | 1,1,3+,3+;1,3+,3+,1;2,1,1,3+;3+,3+,1,1 | 1,1,3+,3+;1,3+,3+,1;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,2;1,3+,3+,1;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,2;1,3+,2,3+;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,2;1,3+,2,3+;3+,1,1,3+;3+,2,3+,2 | 1,1,3+,2;1,3+,2,3+;2,3+,2,1;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 2,1,1,1;2,3+,2,1;3+,2,1,1;3+,2,3+,2 | 1,1,1,1;2,1,1,1;2,3+,2,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",13,14,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2897,A_start,14,"2,3,1,1,1,2,2,3,4,3,2,1,1,1,1","2 | 2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","2,3+,1,1 | 2,3+,1,1;3+,1,1,1 | 1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;2,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,3+;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,3+;2,2,3+,3+ | 1,1,2,2;1,2,2,3+;2,2,3+,3+;2,3+,3+,3+ | 1,2,2,3+;2,2,3+,3+;2,3+,3+,3+;3+,3+,3+,2 | 2,2,3+,3+;2,3+,3+,3+;3+,3+,2,1;3+,3+,3+,2 | 2,3+,3+,3+;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 2,1,1,1;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",4,14,0,5,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
2898,A_start,15,"1,2,1,1,1,1,1,4,3,4,3,2,1,1,1,1","1 | 1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,3+ | 3+,3+,3+ | 3+,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,2,1,1 | 1,2,1,1;2,1,1,1 | 1,1,1,1;1,2,1,1;2,1,1,1 | 1,1,1,1;1,2,1,1;2,1,1,1 | 1,1,1,1;1,1,1,3+;2,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,3+ | 1,1,1,1;1,1,1,3+;1,1,3+,3+;1,3+,3+,3+ | 1,1,1,3+;1,1,3+,3+;1,3+,3+,3+;3+,3+,3+,3+ | 1,1,3+,3+;1,3+,3+,3+;3+,3+,3+,2;3+,3+,3+,3+ | 1,3+,3+,3+;3+,3+,2,1;3+,3+,3+,2;3+,3+,3+,3+ | 3+,2,1,1;3+,3+,2,1;3+,3+,3+,2;3+,3+,3+,3+ | 2,1,1,1;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",4,15,0,7,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
2899,A_start,14,"1,3,1,1,1,1,4,3,4,3,2,1,1,1,1","1 | 1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,3+ | 3+,3+,3+ | 3+,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,3+,1,1 | 1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,3+;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,3+;1,3+,3+,3+ | 1,1,1,3+;1,1,3+,3+;1,3+,3+,3+;3+,3+,3+,3+ | 1,1,3+,3+;1,3+,3+,3+;3+,3+,3+,2;3+,3+,3+,3+ | 1,3+,3+,3+;3+,3+,2,1;3+,3+,3+,2;3+,3+,3+,3+ | 3+,2,1,1;3+,3+,2,1;3+,3+,3+,2;3+,3+,3+,3+ | 2,1,1,1;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",4,14,0,6,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
2902,A_start,15,"1,1,2,2,2,1,1,6,2,2,1,1,3,1,1,1","1 | 1,1 | 1,1,2 | 1,2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,2,2 | 1,1,2,2;1,2,2,2 | 1,1,2,2;1,2,2,2;2,2,2,1 | 1,1,2,2;1,2,2,2;2,2,1,1;2,2,2,1 | 1,2,2,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;2,2,1,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;3+,2,2,1 | 1,1,3+,2;1,3+,2,2;2,2,1,1;3+,2,2,1 | 1,3+,2,2;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",15,15,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2903,A_start,14,"1,1,4,2,1,1,6,2,2,1,1,3,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,3+,2 | 1,1,3+,2;1,3+,2,1 | 1,1,3+,2;1,3+,2,1;3+,2,1,1 | 1,1,3+,2;1,3+,2,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,2;1,3+,2,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;3+,2,1,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;3+,2,2,1 | 1,1,3+,2;1,3+,2,2;2,2,1,1;3+,2,2,1 | 1,3+,2,2;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",14,14,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2907,A_start,14,"1,2,1,1,2,2,3,2,3,5,2,1,1,1,1","1 | 1,2 | 1,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,2 | 3+,2,3+ | 2,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,2,1,1 | 1,2,1,1;2,1,1,2 | 1,1,2,2;1,2,1,1;2,1,1,2 | 1,1,2,2;1,2,1,1;1,2,2,3+;2,1,1,2 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,2 | 1,1,2,2;1,2,2,3+;2,2,3+,2;2,3+,2,3+ | 1,2,2,3+;2,2,3+,2;2,3+,2,3+;3+,2,3+,3+ | 2,2,3+,2;2,3+,2,3+;2,3+,3+,2;3+,2,3+,3+ | 2,3+,2,3+;2,3+,3+,2;3+,2,3+,3+;3+,3+,2,1 | 2,3+,3+,2;3+,2,1,1;3+,2,3+,3+;3+,3+,2,1 | 2,1,1,1;2,3+,3+,2;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",13,14,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2910,A_start,15,"1,1,1,1,2,4,1,3,4,2,1,1,3,1,1,1","1 | 1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,3+ | 1,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,1,1 | 1,1,1,1;1,1,1,2 | 1,1,1,1;1,1,1,2;1,1,2,3+ | 1,1,1,1;1,1,1,2;1,1,2,3+;1,2,3+,1 | 1,1,1,2;1,1,2,3+;1,2,3+,1;2,3+,1,3+ | 1,1,2,3+;1,2,3+,1;2,3+,1,3+;3+,1,3+,3+ | 1,2,3+,1;1,3+,3+,2;2,3+,1,3+;3+,1,3+,3+ | 1,3+,3+,2;2,3+,1,3+;3+,1,3+,3+;3+,3+,2,1 | 1,3+,3+,2;3+,1,3+,3+;3+,2,1,1;3+,3+,2,1 | 1,3+,3+,2;2,1,1,3+;3+,2,1,1;3+,3+,2,1 | 1,1,3+,1;2,1,1,3+;3+,2,1,1;3+,3+,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",2,15,0,4,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
2911,A_start,14,"1,1,1,1,6,1,3,4,2,1,1,3,1,1,1","1 | 1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,3+ | 1,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,1,1 | 1,1,1,1;1,1,1,3+ | 1,1,1,1;1,1,1,3+;1,1,3+,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,3+ | 1,1,1,3+;1,1,3+,1;1,3+,1,3+;3+,1,3+,3+ | 1,1,3+,1;1,3+,1,3+;1,3+,3+,2;3+,1,3+,3+ | 1,3+,1,3+;1,3+,3+,2;3+,1,3+,3+;3+,3+,2,1 | 1,3+,3+,2;3+,1,3+,3+;3+,2,1,1;3+,3+,2,1 | 1,3+,3+,2;2,1,1,3+;3+,2,1,1;3+,3+,2,1 | 1,1,3+,1;2,1,1,3+;3+,2,1,1;3+,3+,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",2,14,0,4,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
2923,A_start,14,"1,2,2,1,5,1,2,1,1,2,6,1,1,1,1","1 | 1,2 | 1,2,2 | 2,2,1 | 2,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,1 | 2,1,1 | 1,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,2,2,1 | 1,2,2,1;2,2,1,3+ | 1,2,2,1;2,1,3+,1;2,2,1,3+ | 1,2,2,1;1,3+,1,2;2,1,3+,1;2,2,1,3+ | 1,3+,1,2;2,1,3+,1;2,2,1,3+;3+,1,2,1 | 1,2,1,1;1,3+,1,2;2,1,3+,1;3+,1,2,1 | 1,2,1,1;1,3+,1,2;2,1,1,2;3+,1,2,1 | 1,1,2,3+;1,2,1,1;2,1,1,2;3+,1,2,1 | 1,1,2,3+;1,2,1,1;1,2,3+,1;2,1,1,2 | 1,1,2,3+;1,2,3+,1;2,1,1,2;2,3+,1,1 | 1,1,2,3+;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",13,14,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2924,A_start,15,"2,1,2,1,1,3,1,1,3,1,2,6,1,1,1,1","2 | 2,1 | 2,1,2 | 1,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,1,2,1 | 1,2,1,1;2,1,2,1 | 1,2,1,1;2,1,1,3+;2,1,2,1 | 1,1,3+,1;1,2,1,1;2,1,1,3+;2,1,2,1 | 1,1,3+,1;1,2,1,1;1,3+,1,1;2,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",14,15,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2925,A_start,14,"3,2,1,1,3,1,1,3,1,2,6,1,1,1,1","3+ | 3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","3+,2,1,1 | 2,1,1,3+;3+,2,1,1 | 1,1,3+,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",13,14,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2926,A_start,15,"1,1,1,3,1,3,1,1,3,1,2,6,1,1,1,1","1 | 1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,1,3+ | 1,1,1,3+;1,1,3+,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,3+ | 1,1,1,3+;1,1,3+,1;1,3+,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;1,3+,1,3+;3+,1,3+,1 | 1,3+,1,1;1,3+,1,3+;3+,1,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",2,15,0,3,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
2934,A_start,15,"1,1,2,1,3,2,2,1,2,3,3,1,3,1,1,1","1 | 1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,1 | 2,1,2 | 1,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,2,1 | 1,1,2,1;1,2,1,3+ | 1,1,2,1;1,2,1,3+;2,1,3+,2 | 1,1,2,1;1,2,1,3+;1,3+,2,2;2,1,3+,2 | 1,2,1,3+;1,3+,2,2;2,1,3+,2;3+,2,2,1 | 1,3+,2,2;2,1,3+,2;2,2,1,2;3+,2,2,1 | 1,3+,2,2;2,1,2,3+;2,2,1,2;3+,2,2,1 | 1,2,3+,3+;2,1,2,3+;2,2,1,2;3+,2,2,1 | 1,2,3+,3+;2,1,2,3+;2,2,1,2;2,3+,3+,1 | 1,2,3+,3+;2,1,2,3+;2,3+,3+,1;3+,3+,1,3+ | 1,2,3+,3+;2,3+,3+,1;3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;2,3+,3+,1;3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;3+,1,1,1;3+,1,3+,1;3+,3+,1,3+ | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",15,15,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2935,A_start,14,"1,1,3,3,2,2,1,2,3,3,1,3,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,3+ | 3+,3+,2 | 3+,2,2 | 2,2,1 | 2,1,2 | 1,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,3+,3+ | 1,1,3+,3+;1,3+,3+,2 | 1,1,3+,3+;1,3+,3+,2;3+,3+,2,2 | 1,1,3+,3+;1,3+,3+,2;3+,2,2,1;3+,3+,2,2 | 1,3+,3+,2;2,2,1,2;3+,2,2,1;3+,3+,2,2 | 2,1,2,3+;2,2,1,2;3+,2,2,1;3+,3+,2,2 | 1,2,3+,3+;2,1,2,3+;2,2,1,2;3+,2,2,1 | 1,2,3+,3+;2,1,2,3+;2,2,1,2;2,3+,3+,1 | 1,2,3+,3+;2,1,2,3+;2,3+,3+,1;3+,3+,1,3+ | 1,2,3+,3+;2,3+,3+,1;3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;2,3+,3+,1;3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;3+,1,1,1;3+,1,3+,1;3+,3+,1,3+ | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",14,14,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
2948,A_start,15,"2,2,2,1,1,1,1,2,1,2,2,5,3,1,1,1","2 | 2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","2,2,2,1 | 2,2,1,1;2,2,2,1 | 2,1,1,1;2,2,1,1;2,2,2,1 | 1,1,1,1;2,1,1,1;2,2,1,1;2,2,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",5,15,0,7,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
2949,A_start,14,"4,2,1,1,1,1,2,1,2,2,5,3,1,1,1","3+ | 3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","3+,2,1,1 | 2,1,1,1;3+,2,1,1 | 1,1,1,1;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",4,14,0,6,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
2950,A_start,15,"1,1,4,1,1,1,1,2,1,2,2,5,3,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,1,3+,1 | 1,1,3+,1;1,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",5,15,0,7,"1,1,2","START_IN_LAYER | k=1 | pre3=1,1,1"
2955,A_start,14,"1,2,3,1,1,1,1,3,2,2,5,3,1,1,1","1 | 1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,2,3+,1 | 1,2,3+,1;2,3+,1,1 | 1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,2;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,2;1,3+,2,2 | 1,1,1,3+;1,1,3+,2;1,3+,2,2;3+,2,2,3+ | 1,1,3+,2;1,3+,2,2;2,2,3+,3+;3+,2,2,3+ | 1,3+,2,2;2,2,3+,3+;2,3+,3+,1;3+,2,2,3+ | 2,2,3+,3+;2,3+,3+,1;3+,2,2,3+;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",5,14,0,7,"1,1,3+","START_IN_LAYER | k=1 | pre3=1,1,1"
